trial	score	n_ents	n_rels	n_tws	n_quads	n_unique_triples	avg_degree	deg_p25	deg_p75	real_n_ents	real_n_rels	real_n_tws	real_n_quads	real_n_unique_triples	real_avg_degree	real_deg_p25	real_deg_p75	relerr_n_ents	absdiff_n_ents	relerr_n_rels	absdiff_n_rels	relerr_n_tws	absdiff_n_tws	relerr_n_quads	absdiff_n_quads	relerr_n_unique_triples	absdiff_n_unique_triples	relerr_avg_degree	absdiff_avg_degree	relerr_deg_p25	absdiff_deg_p25	relerr_deg_p75	absdiff_deg_p75	pat_distr_ents	pat_distr_rels	cfg_n_ents	cfg_n_rels	cfg_n_tws	n_1_hop	n_2_hop	n_3_hop	rnd_avg_density	p_skip_consequence	use_force_distr	p_force	n_force	force_binom_n	force_binom_p
58	7.1094264725666845	2353	202	365	17177	15987	14.600084997875053	2.0	6.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.6698933782267116	-4775.0	0.12173913043478261	-28.0	0.0	0.0	0.810680039678166	-73553.0	0.6821354011333135	-34308.0	0.4264884499897863	-10.857266292809571	1.0	1.0	0.4	-4.0	zipf(s=1.2,q=1.0)	gamma(3,1)	7128	230	365	44	148	100	0	0	False	0.05	1	None	None
59	4.696291747732806	4681	148	365	68413	55624	29.230079042939543	2.0	9.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.34329405162738497	-2447.0	0.3565217391304348	-82.0	0.0	0.0	0.24597156398104264	-22317.0	0.10595486628889551	5329.0	0.1481979687979338	3.7727277522549194	1.0	1.0	0.1	-1.0	zipf(s=1.2,q=1.0)	gamma(0.5,1.0)	7128	230	365	233	155	83	0	0	False	0.05	3	None	None
60	9.416086193123578	2096	149	365	169784	63203	162.00763358778627	2.0	9.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.7059483726150393	-5032.0	0.3521739130434783	-81.0	0.0	0.0	0.8713104816488483	79054.0	0.25664578983994435	12908.0	5.363884118889787	136.55028229710166	1.0	1.0	0.1	-1.0	zipf(s=1.7,q=0.5)	gamma(0.5,1.0)	7128	230	365	197	139	68	0	0	False	0.15000000000000002	3	None	None
61	10.103571455276937	6362	153	365	186403	135125	58.59886828041496	4.0	16.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.1074635241301908	-766.0	0.3347826086956522	-77.0	0.0	0.0	1.054480326242698	95673.0	1.6866487722437618	84830.0	1.3018446660575214	33.141516989730334	3.0	3.0	0.6	6.0	zipf(s=1.2,q=1.0)	lognorm(mu=0,s=1.4)	7128	230	365	259	122	67	0	0	False	0.15000000000000002	3	None	None
62	6.009388548157116	3249	192	365	30418	26729	18.724530624807635	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.5441919191919192	-3879.0	0.16521739130434782	-38.0	0.0	0.0	0.6647415408354458	-60312.0	0.46855552241773535	-23566.0	0.26447451618191986	-6.732820665876989	1.0	1.0	0.3	-3.0	zipf(s=1.2,q=1.0)	negbin(r=1.2,p=0.35)	7128	230	365	130	142	40	0	0	False	0.1	1	None	None
63	6.845373676750133	4214	183	365	126906	90636	60.23065970574276	2.0	9.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.40881032547699214	-2914.0	0.20434782608695654	-47.0	0.0	0.0	0.39872148131819685	36176.0	0.8020876826722338	40341.0	1.365943692177529	34.77330841505814	1.0	1.0	0.1	-1.0	zipf(s=1.4,q=1.0)	gamma(1,2)	7128	230	365	142	215	58	0	0	False	0.3	1	None	None
64	85.70363209870658	7128	170	365	269138	268839	75.51571268237934	67.0	84.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0	0.0	0.2608695652173913	-60.0	0.0	0.0	1.966361732613248	178408.0	4.3452430659111245	218544.0	1.9663617326132479	50.05836139169472	66.0	66.0	7.4	74.0	uniform	gamma(1,2)	7128	230	365	265	115	13	0	0	False	0.4	2	None	None
65	25.559226409914356	5923	100	365	208183	194276	70.29647138274522	7.0	108.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.1690516273849607	-1205.0	0.5652173913043478	-130.0	0.0	0.0	1.294533230464014	117453.0	2.862729893627597	143981.0	1.7613427092263194	44.8391200920606	6.0	6.0	9.8	98.0	empirical	zipf(s=1.4,q=1.0)	7128	230	365	46	146	27	0	0	False	0.3	3	None	None
66	20.57220262263426	6691	154	365	180236	173172	53.87415931848752	9.0	54.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.06130751964085297	-437.0	0.33043478260869563	-76.0	0.0	0.0	0.986509423564422	89506.0	2.4431255592007157	122877.0	1.1162515574902405	28.416808027802897	8.0	8.0	4.4	44.0	lognorm(mu=0,s=1.4)	gamma(0.5,1.0)	7128	230	365	149	229	65	0	0	False	0.1	4	None	None
67	8.130620298247845	4818	159	365	27196	26846	11.289331672893317	3.0	12.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.32407407407407407	-2310.0	0.30869565217391304	-71.0	0.0	0.0	0.7002534993938058	-63534.0	0.4662292474401034	-23449.0	0.556539423760699	-14.168019617791307	2.0	2.0	0.2	2.0	lognorm(mu=0,s=1.4)	gamma(1,2)	7128	230	365	203	100	8	0	0	False	0.1	1	None	None
68	18.05486116083043	6914	180	365	306697	227503	88.71767428406133	6.0	23.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.030022446689113354	-214.0	0.21739130434782608	-50.0	0.0	0.0	2.380326242698115	215967.0	3.5233721045829607	177208.0	2.484953060160857	63.260322993376704	5.0	5.0	1.3	13.0	zipf(s=1.2,q=1.0)	pareto(a=1.3,xm=1.0)	7128	230	365	142	153	103	0	0	False	0.25	3	None	None
69	9.610991200990199	6095	169	365	141901	121999	46.563084495488106	4.0	12.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.14492143658810325	-1033.0	0.26521739130434785	-61.0	0.0	0.0	0.5639920643668026	51171.0	1.4256685555224178	71704.0	0.8290624175236373	21.10573320480348	3.0	3.0	0.2	2.0	zipf(s=1.2,q=1.0)	gamma(1,2)	7128	230	365	143	208	18	0	0	False	0.4	1	None	None
70	14.191590908645045	6489	144	365	76250	76243	23.501309909076898	8.0	32.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.08964646464646464	-639.0	0.3739130434782609	-86.0	0.0	0.0	0.15959440096991073	-14480.0	0.5159160950392683	25948.0	0.07683601327069255	-1.9560413816077258	7.0	7.0	2.2	22.0	gamma(1,2)	pareto(a=1.3,xm=1.0)	7128	230	365	101	78	8	0	0	False	0.15000000000000002	3	None	None
71	25.13312834210016	7058	162	365	455883	311685	129.18192122414283	8.0	34.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.009820426487093154	-70.0	0.2956521739130435	-68.0	0.0	0.0	4.02461148462471	365153.0	5.197136892335222	261390.0	4.074444695721867	103.7245699334582	7.0	7.0	2.4	24.0	zipf(s=1.2,q=1.0)	gamma(0.5,1.0)	7128	230	365	300	150	135	0	0	False	0.2	4	None	None
72	17.09048570408774	6881	133	365	307312	215886	89.32190088649905	6.0	23.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.03465207631874299	-247.0	0.4217391304347826	-97.0	0.0	0.0	2.3871045960542268	216582.0	3.2923948702654338	165591.0	2.5086879175518857	63.864549595814424	5.0	5.0	1.3	13.0	zipf(s=1.2,q=1.0)	gamma(0.5,1.0)	7128	230	365	128	161	19	0	0	False	0.35000000000000003	3	None	None
73	4.627503217897889	4579	188	365	60856	51614	26.580476086481763	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3576038159371493	-2549.0	0.1826086956521739	-42.0	0.0	0.0	0.32926264741540834	-29874.0	0.026225270901680087	1319.0	0.04411789675103057	1.123124795797139	1.0	1.0	0.2	-2.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	143	241	28	0	0	False	0.15000000000000002	1	None	None
74	19.23368619179369	7106	190	365	105083	104207	29.575851393188856	12.0	40.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0030864197530864196	-22.0	0.17391304347826086	-40.0	0.0	0.0	0.15819464344759177	14353.0	1.071915697385426	53912.0	0.16178038537777012	4.118500102504232	11.0	11.0	3.0	30.0	negbin(r=1.2,p=0.35)	negbin(r=2.0,p=0.25)	7128	230	365	163	199	11	0	0	False	0.15000000000000002	2	None	None
75	7.099220915739298	5836	128	365	126950	91926	43.50582590815627	3.0	12.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.18125701459034793	-1292.0	0.4434782608695652	-102.0	0.0	0.0	0.3992064366802601	36220.0	0.827736355502535	41631.0	0.7089690679672538	18.048474617471644	2.0	2.0	0.2	2.0	zipf(s=1.2,q=1.0)	zipf(s=1.4,q=1.0)	7128	230	365	143	278	30	0	0	False	0.15000000000000002	2	None	None
76	6.054528937202121	5452	180	365	103651	82153	38.02311078503301	3.0	11.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.2351290684624018	-1676.0	0.21739130434782608	-50.0	0.0	0.0	0.14241155075498732	12921.0	0.6334228054478577	31858.0	0.4936004280597118	12.565759494348388	2.0	2.0	0.1	1.0	zipf(s=1.2,q=1.0)	gamma(1,2)	7128	230	365	231	205	19	0	0	False	0.25	1	None	None
77	24.364850379370033	5877	203	365	193101	188917	65.71413986727923	7.0	101.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.1755050505050505	-1251.0	0.11739130434782609	-27.0	0.0	0.0	1.128303758404056	102371.0	2.7561785465752062	138622.0	1.5813423838530052	40.2567885765946	6.0	6.0	9.1	91.0	empirical	negbin(r=2.0,p=0.25)	7128	230	365	147	298	37	0	0	False	0.4	1	None	None
78	21.84437855419194	7074	187	365	115121	112780	32.54763924229573	14.0	44.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.007575757575757576	-54.0	0.18695652173913044	-43.0	0.0	0.0	0.2688305962746611	24391.0	1.2423700169002883	62485.0	0.2785163260172157	7.090287951611106	13.0	13.0	3.4	34.0	negbin(r=2.0,p=0.25)	pareto(a=1.3,xm=1.0)	7128	230	365	209	128	66	0	0	False	0.15000000000000002	2	None	None
79	6.203785323038144	4150	122	365	47466	42504	22.875180722891567	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.41778900112233447	-2978.0	0.46956521739130436	-108.0	0.0	0.0	0.4768433814614791	-43264.0	0.1549060542797495	-7791.0	0.10143123447166819	-2.5821705677930566	1.0	1.0	0.3	-3.0	zipf(s=1.2,q=1.0)	pareto(a=1.3,xm=1.0)	7128	230	365	101	35	17	0	0	False	0.35000000000000003	1	None	None
80	6.256356620524315	4108	111	365	47070	39239	22.91626095423564	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.42368125701459036	-3020.0	0.5173913043478261	-119.0	0.0	0.0	0.4812079797200485	-43660.0	0.21982304404016303	-11056.0	0.09981754611599451	-2.5410903364489847	1.0	1.0	0.3	-3.0	zipf(s=1.2,q=1.0)	zipf(s=1.4,q=1.0)	7128	230	365	96	173	43	0	0	False	0.05	3	None	None
81	6.714268798672932	5763	62	365	115532	78689	40.094395280235986	3.0	12.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.1914983164983165	-1365.0	0.7304347826086957	-168.0	0.0	0.0	0.2733605202248429	24802.0	0.5645491599562581	28394.0	0.5749633503665937	14.637043989551362	2.0	2.0	0.2	2.0	zipf(s=1.2,q=1.0)	zipf(s=1.7,q=0.5)	7128	230	365	148	47	35	0	0	False	0.35000000000000003	2	None	None
82	6.525959817827615	886	177	365	34540	20158	77.96839729119638	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.8757014590347924	-6242.0	0.23043478260869565	-53.0	0.0	0.0	0.6193100407803372	-56190.0	0.5992046923153395	-30137.0	2.062706579365413	52.511046000511755	1.0	1.0	0.3	-3.0	zipf(s=1.7,q=0.5)	gamma(1,2)	7128	230	365	204	130	69	0	0	False	0.1	1	None	None
83	5.503030086568598	4804	207	365	64701	60024	26.936303080766027	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3260381593714927	-2324.0	0.1	-23.0	0.0	0.0	0.28688416179874354	-26029.0	0.19343871160155085	9729.0	0.058095273667476265	1.4789517900814033	1.0	1.0	0.2	-2.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	205	225	47	0	0	False	0.15000000000000002	1	None	None
84	15.808662479873872	6991	229	365	82052	82051	23.473608925761695	10.0	32.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.019219977553310886	-137.0	0.004347826086956522	-1.0	0.0	0.0	0.09564642345420478	-8678.0	0.6313947708519734	31756.0	0.0779241462425363	-1.9837423649229287	9.0	9.0	2.2	22.0	gamma(2,2)	uniform	7128	230	365	236	281	69	0	0	False	0.15000000000000002	1	None	None
85	16.64372105280408	7121	221	365	100929	100814	28.346861395871365	11.0	26.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0009820426487093155	-7.0	0.0391304347826087	-9.0	0.0	0.0	0.11241044858370991	10199.0	1.0044537230340989	50519.0	0.11350395695895012	2.8895101051867407	10.0	10.0	1.6	16.0	pareto(a=1.6,xm=1.0)	uniform	7128	230	365	193	132	38	0	0	False	0.3	1	None	None
86	11.154062369124137	6349	194	365	178472	154013	56.22050716648291	4.0	14.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.10928731762065096	-779.0	0.1565217391304348	-36.0	0.0	0.0	0.9670671222307947	87742.0	2.0621930609404515	103718.0	1.2084193490724688	30.763155875798287	3.0	3.0	0.4	4.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	193	194	79	0	0	False	0.4	1	None	None
87	9.715621674726734	6357	214	365	168110	148079	52.88972785905301	3.0	14.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.10816498316498316	-771.0	0.06956521739130435	-16.0	0.0	0.0	0.8528601344648958	77380.0	1.9442091659210656	97784.0	1.0775817269884815	27.432376568368387	2.0	2.0	0.4	4.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	243	246	51	0	0	False	0.35000000000000003	1	None	None
88	6.5185607193107025	5561	97	365	111688	78579	40.16831505124978	3.0	12.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.21983726150392818	-1567.0	0.5782608695652174	-133.0	0.0	0.0	0.23099305632095227	20958.0	0.5623620638234417	28284.0	0.5778670213011595	14.710963760565154	2.0	2.0	0.2	2.0	zipf(s=1.2,q=1.0)	zipf(s=1.4,q=1.0)	7128	230	365	71	77	62	0	0	False	0.25	2	None	None
89	8.28986752668375	6246	178	365	41291	41114	13.22158181235991	4.0	10.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.12373737373737374	-882.0	0.22608695652173913	-52.0	0.0	0.0	0.5449024578419487	-49439.0	0.18254299632170196	-9181.0	0.480637963416172	-12.235769478324714	3.0	3.0	0.0	0.0	pareto(a=1.3,xm=1.0)	empirical	7128	230	365	149	269	16	0	0	False	0.1	1	None	None
90	42.49487806336291	7093	142	365	210118	204593	59.24658113633159	27.0	80.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.004910213243546577	-35.0	0.3826086956521739	-88.0	0.0	0.0	1.3158602446820236	119388.0	3.0678596281936574	154298.0	1.327287723684402	33.78922984564697	26.0	26.0	7.0	70.0	gamma(2,2)	gamma(0.5,1.0)	7128	230	365	255	139	92	0	0	False	0.15000000000000002	3	None	None
91	7.687227944092125	1564	110	365	101702	37864	130.0537084398977	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.7805836139169473	-5564.0	0.5217391304347826	-120.0	0.0	0.0	0.12093023255813953	10972.0	0.24716174570036784	-12431.0	4.108689704395408	104.59635714921306	1.0	1.0	0.2	-2.0	zipf(s=1.7,q=0.5)	lognorm(mu=0,s=1.4)	7128	230	365	123	38	8	0	0	False	0.25	3	None	None
92	4.578384620803763	5096	186	365	80500	64997	31.593406593406595	2.0	9.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.2850729517396184	-2032.0	0.19130434782608696	-44.0	0.0	0.0	0.11275212167970902	-10230.0	0.29231533949696786	14702.0	0.2410327465987116	6.136055302721971	1.0	1.0	0.1	-1.0	zipf(s=1.2,q=1.0)	pareto(a=1.3,xm=1.0)	7128	230	365	241	187	25	0	0	False	0.2	1	None	None
93	11.877051305787322	6633	201	365	227683	171723	68.65159053218754	4.0	18.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.06944444444444445	-495.0	0.12608695652173912	-29.0	0.0	0.0	1.5094566295602336	136953.0	2.4143155383238892	121428.0	1.6967295123632358	43.19423924150291	3.0	3.0	0.8	8.0	zipf(s=1.2,q=1.0)	pareto(a=1.3,xm=1.0)	7128	230	365	206	209	28	0	0	False	0.55	1	None	None
94	8.658899220099835	5042	150	365	17276	17239	6.852836176120587	3.0	9.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.29264870931537595	-2086.0	0.34782608695652173	-80.0	0.0	0.0	0.8095888901135236	-73454.0	0.6572422706034398	-33056.0	0.7308111084349854	-18.604515114564038	2.0	2.0	0.1	-1.0	gamma(1,2)	gamma(0.5,1.0)	7128	230	365	274	105	36	0	0	False	0.05	1	None	None
95	10.123753237441317	4580	171	365	43724	43454	19.093449781659388	4.0	29.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3574635241301908	-2548.0	0.2565217391304348	-59.0	0.0	0.0	0.5180866306624049	-47006.0	0.13601749676906252	-6841.0	0.24998286099598746	-6.363901509025236	3.0	3.0	1.9	19.0	empirical	empirical	7128	230	365	280	188	30	0	0	False	0.1	1	None	None
96	5.711462512906618	5311	176	365	85742	76912	32.288457917529655	2.0	9.5	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.25491021324354657	-1817.0	0.23478260869565218	-54.0	0.0	0.0	0.054976303317535544	-4988.0	0.5292176160652152	26617.0	0.2683353247886663	6.831106626845031	1.0	1.0	0.05	-0.5	zipf(s=1.2,q=1.0)	gamma(1,2)	7128	230	365	161	116	33	0	0	False	0.3	1	None	None
97	12.754651714727245	6433	208	365	112023	108500	34.827607648064664	6.0	35.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.09750280583613917	-695.0	0.09565217391304348	-22.0	0.0	0.0	0.23468533010029757	21293.0	1.1572720946416144	58205.0	0.3680766412179264	9.37025635738004	5.0	5.0	2.5	25.0	lognorm(mu=0,s=1.4)	pareto(a=1.3,xm=1.0)	7128	230	365	356	119	6	0	0	False	0.1	3	None	None
98	10.408606021051755	6253	167	365	158251	134467	50.616024308332	4.0	14.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.12275533108866442	-875.0	0.27391304347826084	-63.0	0.0	0.0	0.7441970682244021	67521.0	1.6735659608310964	84172.0	0.9882675039666621	25.158673017647377	3.0	3.0	0.4	4.0	zipf(s=1.2,q=1.0)	lognorm(mu=0,s=1.0)	7128	230	365	219	77	17	0	0	False	0.3	2	None	None
99	24.101678032803253	6762	160	365	208692	208521	61.724933451641526	10.0	61.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.05134680134680135	-366.0	0.30434782608695654	-70.0	0.0	0.0	1.3001432822660641	117962.0	3.145958842827319	158226.0	1.4246408334801104	36.267582160956906	9.0	9.0	5.1	51.0	lognorm(mu=0,s=1.4)	gamma(1,2)	7128	230	365	74	101	48	0	0	False	0.45	2	None	None
100	15.055943974642451	6765	146	365	246111	200928	72.76008869179601	5.0	19.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.05092592592592592	-363.0	0.3652173913043478	-84.0	0.0	0.0	1.7125647525625483	155381.0	2.994989561586639	150633.0	1.8581170075780997	47.302737401111386	4.0	4.0	0.9	9.0	zipf(s=1.2,q=1.0)	gamma(1,2)	7128	230	365	89	135	9	0	0	False	0.55	2	None	None
101	6.117492412514819	4067	190	365	44317	41481	21.793459552495698	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.42943322109988774	-3061.0	0.17391304347826086	-40.0	0.0	0.0	0.511550754987325	-46413.0	0.17524604831494184	-8814.0	0.1439227395007752	-3.6638917381889264	1.0	1.0	0.3	-3.0	zipf(s=1.2,q=1.0)	gamma(1,2)	7128	230	365	205	149	92	0	0	False	0.05	2	None	None
102	9.383414892777024	6736	187	365	19702	19702	5.8497624703087885	4.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.05499438832772166	-392.0	0.18695652173913044	-43.0	0.0	0.0	0.7828502149233991	-71028.0	0.6082711999204692	-30593.0	0.7702132321814116	-19.607588820375835	3.0	3.0	0.2	-2.0	uniform	lognorm(mu=0,s=1.0)	7128	230	365	196	247	10	0	0	False	0.05	1	None	None
103	16.47846510361649	7124	191	365	94037	93876	26.400056148231332	11.0	26.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.0005611672278338945	-4.0	0.16956521739130434	-39.0	0.0	0.0	0.036448804144164	3307.0	0.8665076051297346	43581.0	0.037030751816339344	0.9427048575467083	10.0	10.0	1.6	16.0	pareto(a=1.6,xm=1.0)	gamma(1,2)	7128	230	365	265	219	33	0	0	False	0.1	2	None	None
104	7.41872447972127	2033	159	365	13826	12585	13.601574028529267	2.0	5.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.7147867564534232	-5095.0	0.30869565217391304	-71.0	0.0	0.0	0.8476137991843933	-76904.0	0.7497763197136892	-37710.0	0.4657113431315077	-11.855777262155357	1.0	1.0	0.5	-5.0	zipf(s=1.2,q=1.0)	gamma(1,2)	7128	230	365	88	171	15	0	0	False	0.05	1	None	None
105	8.12187917494972	2064	148	365	12467	11823	12.080426356589147	2.0	5.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.7104377104377104	-5064.0	0.3565217391304348	-82.0	0.0	0.0	0.8625923068444836	-78263.0	0.7649269311064718	-38472.0	0.5254641294512982	-13.376924934095477	1.0	1.0	0.5	-5.0	zipf(s=1.2,q=1.0)	zipf(s=1.2,q=1.0)	7128	230	365	214	136	7	0	0	False	0.05	1	None	None
106	12.212594157922576	6529	163	365	202104	170306	61.909633940879154	4.0	16.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.08403479236812571	-599.0	0.29130434782608694	-67.0	0.0	0.0	1.2275322385098644	111374.0	2.386141763594791	120011.0	1.4318961243832615	36.45228265019453	3.0	3.0	0.6	6.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	129	81	14	0	0	False	0.25	4	None	None
107	6.289089271359273	3142	208	365	28240	24781	17.97581158497772	2.0	7.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.5592031425364759	-3986.0	0.09565217391304348	-22.0	0.0	0.0	0.6887468312575774	-62490.0	0.5072870066607018	-25514.0	0.29388523653851434	-7.481539705706904	1.0	1.0	0.3	-3.0	zipf(s=1.2,q=1.0)	pareto(a=1.3,xm=1.0)	7128	230	365	334	230	74	0	0	False	0.05	1	None	None
108	9.364525747663698	5069	160	365	41271	40326	16.283685144999012	4.0	22.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.28886083052749717	-2059.0	0.30434782608695654	-70.0	0.0	0.0	0.5451228920974319	-49459.0	0.19821055770951387	-9969.0	0.36035430555740683	-9.173666145685612	3.0	3.0	1.2	12.0	gamma(0.5,1.0)	zipf(s=1.2,q=1.0)	7128	230	365	190	204	40	0	0	False	0.1	1	None	None
109	8.901492686256873	6435	163	365	45628	45628	14.18119658119658	4.0	17.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.09722222222222222	-693.0	0.29130434782608694	-67.0	0.0	0.0	0.49710128954039456	-45102.0	0.09279252410776419	-4667.0	0.44294296687551404	-11.276154709488043	3.0	3.0	0.7	7.0	lognorm(mu=0,s=1.0)	gamma(2,2)	7128	230	365	40	221	26	0	0	False	0.15000000000000002	1	None	None
110	9.676040900779316	4513	84	365	41964	38702	18.5969421670729	4.0	28.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.36686307519640854	-2615.0	0.6347826086956522	-146.0	0.0	0.0	0.5374848451449356	-48766.0	0.2305000497067303	-11593.0	0.26948636742590304	-6.860409123611724	3.0	3.0	1.8	18.0	empirical	zipf(s=1.7,q=0.5)	7128	230	365	152	261	38	0	0	False	0.05	2	None	None
111	7.617035888772515	5860	186	365	115447	102679	39.401706484641636	3.0	11.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.17789001122334455	-1268.0	0.19130434782608696	-44.0	0.0	0.0	0.2724236746390389	24717.0	1.0415349438313948	52384.0	0.5477535755677592	13.944355193957012	2.0	2.0	0.1	1.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	18	233	83	0	0	False	0.15000000000000002	2	None	None
112	16.98734088718972	6963	121	365	85450	82756	24.544018382880942	11.0	34.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.023148148148148147	-165.0	0.47391304347826085	-109.0	0.0	0.0	0.05819464344759175	-5280.0	0.6454120687941147	32461.0	0.035876980970046525	-0.9133329078036816	10.0	10.0	2.4	24.0	gamma(2,2)	zipf(s=1.4,q=1.0)	7128	230	365	178	149	38	0	0	False	0.25	1	None	None
113	4.831801660020715	4390	191	365	54485	46897	24.82232346241458	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3841189674523008	-2738.0	0.16956521739130434	-39.0	0.0	0.0	0.3994819794996142	-36245.0	0.06756138781190973	-3398.0	0.02494477218069476	-0.6350278282700437	1.0	1.0	0.2	-2.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	107	236	21	0	0	False	0.15000000000000002	1	None	None
114	4.899915650476672	4978	192	365	78249	65764	31.437926878264363	2.0	9.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.3016273849607183	-2150.0	0.16521739130434782	-38.0	0.0	0.0	0.13756199713435469	-12481.0	0.30756536435033305	15469.0	0.2349252881531378	5.9805755875797395	1.0	1.0	0.1	-1.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	67	268	37	0	0	False	0.2	1	None	None
115	20.205415804161298	7127	176	365	70590	70372	19.80917637154483	15.0	24.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.00014029180695847364	-1.0	0.23478260869565218	-54.0	0.0	0.0	0.22197729527168522	-20140.0	0.399184809623223	20077.0	0.22186812974555525	-5.6481749191397945	14.0	14.0	1.4	14.0	uniform	negbin(r=2.0,p=0.25)	7128	230	365	48	223	55	0	0	False	0.2	1	None	None
116	5.219554493366174	3927	204	365	46206	40393	23.532467532467532	2.0	8.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.44907407407407407	-3201.0	0.11304347826086956	-26.0	0.0	0.0	0.49073073955692714	-44524.0	0.19687841733770753	-9902.0	0.07561209869156527	-1.9248837582170921	1.0	1.0	0.2	-2.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	107	254	73	0	0	False	0.1	1	None	None
117	4.589879004616647	4703	196	365	65681	55548	27.9315330640017	2.0	9.0	7128	230	365	90730	50295	25.457351290684624	1.0	10.0	0.34020763187429853	-2425.0	0.14782608695652175	-34.0	0.0	0.0	0.2760828832800617	-25049.0	0.10444378168804055	5253.0	0.0971892851328344	2.4741817733170777	1.0	1.0	0.1	-1.0	zipf(s=1.2,q=1.0)	negbin(r=2.0,p=0.25)	7128	230	365	116	284	30	0	0	False	0.15000000000000002	1	None	None
